"STATION","DATE","AWND","PRCP","SNOW","SNWD","TAVG"
"USW00014732","2016-01-01","13.42","0.00","0.0","0.0","42"
"USW00014732","2016-01-02","12.53","0.00","0.0","0.0","37"
"USW00014732","2016-01-03","12.08","0.00","0.0","0.0","40"
"USW00014732","2016-01-04","18.79","0.00","0.0","0.0","34"
"USW00014732","2016-01-05","10.74","0.00","0.0","0.0","20"
"USW00014732","2016-01-06","6.04","0.00","0.0","0.0","32"
"USW00014732","2016-01-07","3.58","0.00","0.0","0.0","39"
"USW00014732","2016-01-08","10.29","0.00","0.0","0.0","40"
"USW00014732","2016-01-09","11.63","0.00","0.0","0.0","44"
"USW00014732","2016-01-10","17.00","1.42","0.0","0.0","51"
"USW00014732","2016-01-11","17.00","0.00","0.0","0.0","38"
"USW00014732","2016-01-12","11.41","0.00","0.0","0.0","33"
"USW00014732","2016-01-13","19.01","0.00","0.0","0.0","29"
"USW00014732","2016-01-14","10.07","0.00","0.0","0.0","29"
"USW00014732","2016-01-15","6.04","0.01","0.0","0.0","40"
"USW00014732","2016-01-16","12.08","0.25","0.0","0.0","46"
"USW00014732","2016-01-17","10.29","0.05","0.6","0.0","39"
"USW00014732","2016-01-18","20.13","0.00","0.0","0.0","29"
"USW00014732","2016-01-19","21.25","0.00","0.0","0.0","23"
"USW00014732","2016-01-20","12.97","0.00","0.0","0.0","32"
"USW00014732","2016-01-21","14.54","0.00","0.0","0.0","33"
"USW00014732","2016-01-22","10.51","0.00","0.0","0.0","27"
"USW00014732","2016-01-23","24.16","2.40","27.9","7.1","28"
"USW00014732","2016-01-24","12.75","0.03","0.3","27.2","28"
"USW00014732","2016-01-25","4.70","0.00","0.0","20.1","34"
"USW00014732","2016-01-26","7.38","0.00","0.0","15.0","40"
"USW00014732","2016-01-27","11.63","0.01","0.0","9.1","44"
"USW00014732","2016-01-28","5.82","0.00","0.0","5.9","38"
"USW00014732","2016-01-29","12.75","0.00","0.0","3.9","40"
"USW00014732","2016-01-30","9.62","0.00","0.0","3.1","34"
"USW00014732","2016-01-31","7.16","0.00","0.0","2.0","42"
"USW00014732","2016-02-01","8.50","0.00","0.0","1.2","51"
"USW00014732","2016-02-02","4.70","0.00","0.0","0.0","45"
"USW00014732","2016-02-03","11.41","0.69","0.0","0.0","48"
"USW00014732","2016-02-04","10.29","0.01","0.0","0.0","54"
"USW00014732","2016-02-05","17.00","0.35","2.4","1.2","39"
"USW00014732","2016-02-06","8.72","0.00","0.0","1.2","36"
"USW00014732","2016-02-07","6.93","0.00","0.0","0.0","40"
"USW00014732","2016-02-08","14.32","0.06","1.0","0.0","37"
"USW00014732","2016-02-09","8.05","0.00","0.0","0.0","30"
"USW00014732","2016-02-10","11.86","0.01","0.0","0.0","35"
"USW00014732","2016-02-11","20.80","0.05","0.7","1.2","28"
"USW00014732","2016-02-12","11.86","0.00","0.0","0.0","22"
"USW00014732","2016-02-13","22.82","0.00","0.0","0.0","22"
"USW00014732","2016-02-14","13.87","0.00","0.0","0.0","8"
"USW00014732","2016-02-15","7.61","0.49","1.5","0.0","19"
"USW00014732","2016-02-16","18.34","0.80","0.0","0.0","46"
"USW00014732","2016-02-17","13.65","0.00","0.0","0.0","40"
"USW00014732","2016-02-18","14.09","0.00","0.0","0.0","34"
"USW00014732","2016-02-19","9.17","0.00","0.0","0.0","30"
"USW00014732","2016-02-20","11.86","0.00","0.0","0.0","47"
"USW00014732","2016-02-21","8.28","0.05","0.0","0.0","53"
"USW00014732","2016-02-22","7.61","0.00","0.0","0.0","46"
"USW00014732","2016-02-23","17.90","0.21","0.0","0.0","39"
"USW00014732","2016-02-24","17.90","1.55","0.0","0.0","40"
"USW00014732","2016-02-25","16.33","0.02","0.0","0.0","53"
"USW00014732","2016-02-26","20.36","0.00","0.0","0.0","37"
"USW00014732","2016-02-27","11.86","0.00","0.0","0.0","33"
"USW00014732","2016-02-28","11.41","0.00","0.0","0.0","46"
"USW00014732","2016-02-29","12.53","0.07","0.0","0.0","51"
"USW00014732","2016-03-01","11.63","0.00","0.0","0.0","47"
"USW00014732","2016-03-02","19.24","0.17","0.0","0.0","47"
"USW00014732","2016-03-03","11.41","0.00","0.0","0.0","31"
"USW00014732","2016-03-04","12.97","0.08","1.2","1.2","34"
"USW00014732","2016-03-05","8.50","0.00","0.0","0.0","35"
"USW00014732","2016-03-06","5.59","0.00","0.0","0.0","38"
"USW00014732","2016-03-07","11.18","0.00","0.0","0.0","45"
"USW00014732","2016-03-08","6.04","0.00","0.0","0.0","54"
"USW00014732","2016-03-09","6.93","0.00","0.0","0.0","54"
"USW00014732","2016-03-10","7.61","0.00","0.0","0.0","70"
"USW00014732","2016-03-11","11.41","0.04","0.0","0.0","61"
"USW00014732","2016-03-12","8.28","0.00","0.0","0.0","50"
"USW00014732","2016-03-13","6.04","0.01","0.0","0.0","57"
"USW00014732","2016-03-14","17.67","0.18","0.0","0.0","48"
"USW00014732","2016-03-15","9.17","0.00","0.0","0.0","48"
"USW00014732","2016-03-16","5.82","0.02","0.0","0.0","53"
"USW00014732","2016-03-17","8.50","0.04","0.0","0.0","52"
"USW00014732","2016-03-18","16.11","0.00","0.0","0.0","53"
"USW00014732","2016-03-19","7.38","0.00","0.0","0.0","44"
"USW00014732","2016-03-20","14.54","0.07","0.1","0.0","39"
"USW00014732","2016-03-21","15.21","0.07","0.5","0.0","40"
"USW00014732","2016-03-22","13.65","0.00","0.0","0.0","44"
"USW00014732","2016-03-23","8.28","0.00","0.0","0.0","57"
"USW00014732","2016-03-24","14.99","0.00","0.0","0.0","50"
"USW00014732","2016-03-25","9.84","0.07","0.0","0.0","56"
"USW00014732","2016-03-26","10.07","0.00","0.0","0.0","47"
"USW00014732","2016-03-27","8.05","0.00","0.0","0.0","46"
"USW00014732","2016-03-28","17.45","0.51","0.0","0.0","47"
"USW00014732","2016-03-29","22.59","0.00","0.0","0.0","50"
"USW00014732","2016-03-30","10.96","0.00","0.0","0.0","45"
"USW00014732","2016-03-31","12.53","0.00","0.0","0.0","57"
"USW00014732","2016-04-01","9.40","0.01","0.0","0.0","63"
"USW00014732","2016-04-02","9.62","0.13","0.0","0.0","56"
"USW00014732","2016-04-03","21.92","0.11","0.0","0.0","42"
"USW00014732","2016-04-04","12.30","0.50","0.0","0.0","40"
"USW00014732","2016-04-05","14.09","0.00","0.0","0.0","33"
"USW00014732","2016-04-06","11.41","0.00","0.0","0.0","39"
"USW00014732","2016-04-07","14.54","0.15","0.0","0.0","52"
"USW00014732","2016-04-08","14.99","0.00","0.0","0.0","49"
"USW00014732","2016-04-09","11.41","0.07","0.0","0.0","41"
"USW00014732","2016-04-10","12.30","0.00","0.0","0.0","40"
"USW00014732","2016-04-11","13.20","0.01","0.0","0.0","50"
"USW00014732","2016-04-12","13.42","0.22","0.0","0.0","53"
"USW00014732","2016-04-13","7.61","0.00","0.0","0.0","48"
"USW00014732","2016-04-14","8.50","0.00","0.0","0.0","50"
"USW00014732","2016-04-15","6.26","0.00","0.0","0.0","51"
"USW00014732","2016-04-16","6.49","0.00","0.0","0.0","53"
"USW00014732","2016-04-17","5.82","0.00","0.0","0.0","56"
"USW00014732","2016-04-18","4.70","0.00","0.0","0.0","62"
"USW00014732","2016-04-19","12.08","0.00","0.0","0.0","65"
"USW00014732","2016-04-20","10.51","0.00","0.0","0.0","59"
"USW00014732","2016-04-21","9.84","0.00","0.0","0.0","59"
"USW00014732","2016-04-22","8.28","0.00","0.0","0.0","70"
"USW00014732","2016-04-23","10.51","0.14","0.0","0.0","67"
"USW00014732","2016-04-24","9.84","0.00","0.0","0.0","56"
"USW00014732","2016-04-25","7.16","0.00","0.0","0.0","57"
"USW00014732","2016-04-26","11.86","0.30","0.0","0.0","54"
"USW00014732","2016-04-27","7.83","0.00","0.0","0.0","51"
"USW00014732","2016-04-28","8.72","0.00","0.0","0.0","53"
"USW00014732","2016-04-29","9.40","0.02","0.0","0.0","52"
"USW00014732","2016-04-30","7.61","0.00","0.0","0.0","53"
"USW00014732","2016-05-01","9.17","0.15","0.0","0.0","50"
"USW00014732","2016-05-02","5.37","0.04","0.0","0.0","51"
"USW00014732","2016-05-03","9.40","0.75","0.0","0.0","54"
"USW00014732","2016-05-04","12.30","0.03","0.0","0.0","51"
"USW00014732","2016-05-05","13.87","0.00","0.0","0.0","52"
"USW00014732","2016-05-06","14.76","0.56","0.0","0.0","52"
"USW00014732","2016-05-07","8.50","0.00","0.0","0.0","52"
"USW00014732","2016-05-08","11.18","0.15","0.0","0.0","55"
"USW00014732","2016-05-09","12.75","0.00","0.0","0.0","63"
"USW00014732","2016-05-10","6.93","0.00","0.0","0.0","59"
"USW00014732","2016-05-11","5.82","0.00","0.0","0.0","63"
"USW00014732","2016-05-12","7.83","0.00","0.0","0.0","66"
"USW00014732","2016-05-13","5.82","0.25","0.0","0.0","62"
"USW00014732","2016-05-14","10.96","0.00","0.0","0.0","66"
"USW00014732","2016-05-15","18.12","0.00","0.0","0.0","56"
"USW00014732","2016-05-16","17.45","0.00","0.0","0.0","53"
"USW00014732","2016-05-17","9.62","0.00","0.0","0.0","62"
"USW00014732","2016-05-18","8.05","0.00","0.0","0.0","59"
"USW00014732","2016-05-19","5.82","0.00","0.0","0.0","61"
"USW00014732","2016-05-20","7.61","0.00","0.0","0.0","64"
"USW00014732","2016-05-21","7.16","0.07","0.0","0.0","62"
"USW00014732","2016-05-22","7.38","0.11","0.0","0.0","61"
"USW00014732","2016-05-23","6.93","0.00","0.0","0.0","65"
"USW00014732","2016-05-24","4.25","0.28","0.0","0.0","66"
"USW00014732","2016-05-25","6.71","0.00","0.0","0.0","74"
"USW00014732","2016-05-26","8.05","0.00","0.0","0.0","82"
"USW00014732","2016-05-27","8.28","0.00","0.0","0.0","77"
"USW00014732","2016-05-28","9.40","0.00","0.0","0.0","80"
"USW00014732","2016-05-29","10.74","0.00","0.0","0.0","80"
"USW00014732","2016-05-30","7.61","1.53","0.0","0.0","74"
"USW00014732","2016-05-31","7.61","0.00","0.0","0.0","77"
"USW00014732","2016-06-01","8.50","0.00","0.0","0.0","76"
"USW00014732","2016-06-02","10.51","0.00","0.0","0.0","69"
"USW00014732","2016-06-03","6.93","0.02","0.0","0.0","66"
"USW00014732","2016-06-04","6.49","0.27","0.0","0.0","73"
"USW00014732","2016-06-05","8.50","0.67","0.0","0.0","69"
"USW00014732","2016-06-06","11.41","0.00","0.0","0.0","75"
"USW00014732","2016-06-07","11.41","0.01","0.0","0.0","79"
"USW00014732","2016-06-08","16.11","0.44","0.0","0.0","65"
"USW00014732","2016-06-09","18.57","0.00","0.0","0.0","64"
"USW00014732","2016-06-10","12.30","0.00","0.0","0.0","68"
"USW00014732","2016-06-11","7.83","0.10","0.0","0.0","75"
"USW00014732","2016-06-12","19.91","0.00","0.0","0.0","80"
"USW00014732","2016-06-13","17.45","0.00","0.0","0.0","66"
"USW00014732","2016-06-14","11.18","0.00","0.0","0.0","69"
"USW00014732","2016-06-15","6.93","0.00","0.0","0.0","75"
"USW00014732","2016-06-16","3.80","0.12","0.0","0.0","73"
"USW00014732","2016-06-17","8.50","0.00","0.0","0.0","71"
"USW00014732","2016-06-18","6.04","0.00","0.0","0.0","73"
"USW00014732","2016-06-19","8.72","0.00","0.0","0.0","75"
"USW00014732","2016-06-20","8.50","0.00","0.0","0.0","73"
"USW00014732","2016-06-21","10.96","0.00","0.0","0.0","81"
"USW00014732","2016-06-22","9.84","0.00","0.0","0.0","78"
"USW00014732","2016-06-23","7.61","0.00","0.0","0.0","74"
"USW00014732","2016-06-24","10.51","0.00","0.0","0.0","75"
"USW00014732","2016-06-25","9.62","0.00","0.0","0.0","73"
"USW00014732","2016-06-26","8.50","0.00","0.0","0.0","76"
"USW00014732","2016-06-27","11.41","0.28","0.0","0.0","76"
"USW00014732","2016-06-28","9.62","0.33","0.0","0.0","73"
"USW00014732","2016-06-29","6.93","0.00","0.0","0.0","76"
"USW00014732","2016-06-30","7.61","0.00","0.0","0.0","78"
"USW00014732","2016-07-01","8.72","0.28","0.0","0.0","77"
"USW00014732","2016-07-02","14.32","0.00","0.0","0.0","73"
"USW00014732","2016-07-03","8.05","0.00","0.0","0.0","75"
"USW00014732","2016-07-04","8.50","0.51","0.0","0.0","77"
"USW00014732","2016-07-05","7.16","0.57","0.0","0.0","76"
"USW00014732","2016-07-06","6.04","0.00","0.0","0.0","86"
"USW00014732","2016-07-07","7.16","0.02","0.0","0.0","85"
"USW00014732","2016-07-08","9.17","0.01","0.0","0.0","79"
"USW00014732","2016-07-09","9.62","0.41","0.0","0.0","70"
"USW00014732","2016-07-10","9.84","0.00","0.0","0.0","73"
"USW00014732","2016-07-11","8.28","0.00","0.0","0.0","74"
"USW00014732","2016-07-12","10.29","0.00","0.0","0.0","77"
"USW00014732","2016-07-13","9.84","0.00","0.0","0.0","78"
"USW00014732","2016-07-14","8.28","0.50","0.0","0.0","80"
"USW00014732","2016-07-15","8.50","0.00","0.0","0.0","87"
"USW00014732","2016-07-16","8.05","0.00","0.0","0.0","84"
"USW00014732","2016-07-17","6.04","0.00","0.0","0.0","83"
"USW00014732","2016-07-18","10.07","0.12","0.0","0.0","86"
"USW00014732","2016-07-19","12.53","0.00","0.0","0.0","80"
"USW00014732","2016-07-20","8.50","0.00","0.0","0.0","78"
"USW00014732","2016-07-21","10.51","0.00","0.0","0.0","81"
"USW00014732","2016-07-22","12.75","0.00","0.0","0.0","85"
"USW00014732","2016-07-23","11.41","0.00","0.0","0.0","89"
"USW00014732","2016-07-24","8.72","0.00","0.0","0.0","85"
"USW00014732","2016-07-25","9.17","0.79","0.0","0.0","84"
"USW00014732","2016-07-26","10.07","0.00","0.0","0.0","82"
"USW00014732","2016-07-27","7.16","0.00","0.0","0.0","85"
"USW00014732","2016-07-28","6.71","0.00","0.0","0.0","85"
"USW00014732","2016-07-29","10.07","1.02","0.0","0.0","78"
"USW00014732","2016-07-30","8.05","0.18","0.0","0.0","78"
"USW00014732","2016-07-31","11.18","0.57","0.0","0.0","78"
"USW00014732","2016-08-01","10.51","0.00","0.0","0.0","74"
"USW00014732","2016-08-02","11.86","0.00","0.0","0.0","74"
"USW00014732","2016-08-03","8.50","0.00","0.0","0.0","74"
"USW00014732","2016-08-04","7.38","0.00","0.0","0.0","76"
"USW00014732","2016-08-05","9.62","0.00","0.0","0.0","77"
"USW00014732","2016-08-06","10.29","0.00","0.0","0.0","81"
"USW00014732","2016-08-07","10.74","0.00","0.0","0.0","81"
"USW00014732","2016-08-08","7.61","0.00","0.0","0.0","81"
"USW00014732","2016-08-09","8.72","0.00","0.0","0.0","81"
"USW00014732","2016-08-10","9.62","0.06","0.0","0.0","81"
"USW00014732","2016-08-11","8.05","0.35","0.0","0.0","87"
"USW00014732","2016-08-12","8.95","0.28","0.0","0.0","87"
"USW00014732","2016-08-13","9.40","0.00","0.0","0.0","89"
"USW00014732","2016-08-14","9.17","0.01","0.0","0.0","91"
"USW00014732","2016-08-15","6.71","0.00","0.0","0.0","85"
"USW00014732","2016-08-16","11.63","0.13","0.0","0.0","85"
"USW00014732","2016-08-17","11.86","0.00","0.0","0.0","83"
"USW00014732","2016-08-18","5.59","0.02","0.0","0.0","80"
"USW00014732","2016-08-19","7.38","0.02","0.0","0.0","82"
"USW00014732","2016-08-20","8.28","0.12","0.0","0.0","79"
"USW00014732","2016-08-21","12.53","0.13","0.0","0.0","81"
"USW00014732","2016-08-22","17.00","0.00","0.0","0.0","76"
"USW00014732","2016-08-23","6.71","0.00","0.0","0.0","74"
"USW00014732","2016-08-24","7.83","0.00","0.0","0.0","79"
"USW00014732","2016-08-25","11.41","0.01","0.0","0.0","79"
"USW00014732","2016-08-26","10.51","0.00","0.0","0.0","84"
"USW00014732","2016-08-27","8.72","0.00","0.0","0.0","82"
"USW00014732","2016-08-28","8.05","0.00","0.0","0.0","81"
"USW00014732","2016-08-29","10.07","0.00","0.0","0.0","82"
"USW00014732","2016-08-30","10.07","0.00","0.0","0.0","79"
"USW00014732","2016-08-31","9.40","0.00","0.0","0.0","80"
"USW00014732","2016-09-01","5.82","0.34","0.0","0.0","77"
"USW00014732","2016-09-02","10.74","0.00","0.0","0.0","75"
"USW00014732","2016-09-03","12.30","0.00","0.0","0.0","74"
"USW00014732","2016-09-04","11.41","0.00","0.0","0.0","72"
"USW00014732","2016-09-05","13.87","0.00","0.0","0.0","74"
"USW00014732","2016-09-06","16.78","0.01","0.0","0.0","78"
"USW00014732","2016-09-07","11.18","0.00","0.0","0.0","77"
"USW00014732","2016-09-08","7.83","0.00","0.0","0.0","79"
"USW00014732","2016-09-09","7.83","0.05","0.0","0.0","87"
"USW00014732","2016-09-10","9.17","0.00","0.0","0.0","82"
"USW00014732","2016-09-11","13.42","0.00","0.0","0.0","81"
"USW00014732","2016-09-12","8.28","0.00","0.0","0.0","71"
"USW00014732","2016-09-13","10.29","0.00","0.0","0.0","73"
"USW00014732","2016-09-14","8.95","0.37","0.0","0.0","78"
"USW00014732","2016-09-15","10.51","0.00","0.0","0.0","70"
"USW00014732","2016-09-16","7.38","0.00","0.0","0.0","69"
"USW00014732","2016-09-17","8.05","0.00","0.0","0.0","69"
"USW00014732","2016-09-18","9.62","0.00","0.0","0.0","76"
"USW00014732","2016-09-19","6.04","0.78","0.0","0.0","75"
"USW00014732","2016-09-20","5.82","0.00","0.0","0.0","75"
"USW00014732","2016-09-21","5.37","0.00","0.0","0.0","78"
"USW00014732","2016-09-22","6.49","0.00","0.0","0.0","77"
"USW00014732","2016-09-23","5.82","0.24","0.0","0.0","77"
"USW00014732","2016-09-24","10.29","0.20","0.0","0.0","69"
"USW00014732","2016-09-25","7.38","0.00","0.0","0.0","64"
"USW00014732","2016-09-26","10.29","0.00","0.0","0.0","66"
"USW00014732","2016-09-27","7.61","0.15","0.0","0.0","71"
"USW00014732","2016-09-28","16.55","0.00","0.0","0.0","68"
"USW00014732","2016-09-29","21.25","0.00","0.0","0.0","63"
"USW00014732","2016-09-30","23.49","0.39","0.0","0.0","62"
"USW00014732","2016-10-01","14.54","0.00","0.0","0.0","60"
"USW00014732","2016-10-02","6.49","0.00","0.0","0.0","61"
"USW00014732","2016-10-03","5.14","0.00","0.0","0.0","66"
"USW00014732","2016-10-04","13.42","0.00","0.0","0.0","67"
"USW00014732","2016-10-05","9.17","0.00","0.0","0.0","62"
"USW00014732","2016-10-06","4.70","0.00","0.0","0.0","65"
"USW00014732","2016-10-07","6.71","0.00","0.0","0.0","66"
"USW00014732","2016-10-08","5.82","0.14","0.0","0.0","65"
"USW00014732","2016-10-09","14.99","0.48","0.0","0.0","61"
"USW00014732","2016-10-10","12.75","0.00","0.0","0.0","57"
"USW00014732","2016-10-11","7.16","0.00","0.0","0.0","56"
"USW00014732","2016-10-12","4.92","0.00","0.0","0.0","61"
"USW00014732","2016-10-13","8.95","0.00","0.0","0.0","62"
"USW00014732","2016-10-14","9.17","0.00","0.0","0.0","57"
"USW00014732","2016-10-15","6.26","0.00","0.0","0.0","57"
"USW00014732","2016-10-16","9.17","0.00","0.0","0.0","62"
"USW00014732","2016-10-17","5.82","0.00","0.0","0.0","72"
"USW00014732","2016-10-18","9.62","0.00","0.0","0.0","75"
"USW00014732","2016-10-19","8.95","0.00","0.0","0.0","77"
"USW00014732","2016-10-20","10.51","0.00","0.0","0.0","68"
"USW00014732","2016-10-21","7.61","1.81","0.0","0.0","69"
"USW00014732","2016-10-22","19.01","0.31","0.0","0.0","56"
"USW00014732","2016-10-23","16.55","0.00","0.0","0.0","54"
"USW00014732","2016-10-24","14.32","0.00","0.0","0.0","59"
"USW00014732","2016-10-25","16.33","0.00","0.0","0.0","51"
"USW00014732","2016-10-26","12.30","0.00","0.0","0.0","47"
"USW00014732","2016-10-27","10.51","1.32","0.0","0.0","46"
"USW00014732","2016-10-28","18.57","0.00","0.0","0.0","51"
"USW00014732","2016-10-29","9.17","0.00","0.0","0.0","51"
"USW00014732","2016-10-30","8.28","0.76","0.0","0.0","68"
"USW00014732","2016-10-31","10.74","0.00","0.0","0.0","53"
"USW00014732","2016-11-01","7.38","0.00","0.0","0.0","51"
"USW00014732","2016-11-02","7.38","0.00","0.0","0.0","61"
"USW00014732","2016-11-03","10.96","0.00","0.0","0.0","67"
"USW00014732","2016-11-04","13.42","0.00","0.0","0.0","59"
"USW00014732","2016-11-05","11.18","0.00","0.0","0.0","55"
"USW00014732","2016-11-06","14.54","0.00","0.0","0.0","58"
"USW00014732","2016-11-07","9.62","0.00","0.0","0.0","49"
"USW00014732","2016-11-08","3.80","0.00","0.0","0.0","56"
"USW00014732","2016-11-09","8.28","0.02","0.0","0.0","59"
"USW00014732","2016-11-10","11.18","0.00","0.0","0.0","51"
"USW00014732","2016-11-11","18.12","0.00","0.0","0.0","56"
"USW00014732","2016-11-12","11.41","0.00","0.0","0.0","45"
"USW00014732","2016-11-13","9.40","0.00","0.0","0.0","52"
"USW00014732","2016-11-14","5.82","0.00","0.0","0.0","57"
"USW00014732","2016-11-15","11.86","1.61","0.0","0.0","53"
"USW00014732","2016-11-16","10.07","0.00","0.0","0.0","54"
"USW00014732","2016-11-17","11.41","0.00","0.0","0.0","57"
"USW00014732","2016-11-18","6.26","0.00","0.0","0.0","55"
"USW00014732","2016-11-19","8.28","0.18","0.0","0.0","55"
"USW00014732","2016-11-20","22.37","0.34","0.0","0.0","44"
"USW00014732","2016-11-21","22.82","0.00","0.0","0.0","41"
"USW00014732","2016-11-22","22.82","0.00","0.0","0.0","41"
"USW00014732","2016-11-23","11.41","0.00","0.0","0.0","41"
"USW00014732","2016-11-24","8.05","0.02","0.0","0.0","44"
"USW00014732","2016-11-25","4.25","0.01","0.0","0.0","50"
"USW00014732","2016-11-26","11.41","0.00","0.0","0.0","50"
"USW00014732","2016-11-27","13.87","0.00","0.0","0.0","46"
"USW00014732","2016-11-28","8.28","0.00","0.0","0.0","47"
"USW00014732","2016-11-29","11.63","2.23","0.0","0.0","55"
"USW00014732","2016-11-30","10.29","0.96","0.0","0.0","57"
"USW00014732","2016-12-01","15.21","0.05","0.0","0.0","54"
"USW00014732","2016-12-02","16.11","0.00","0.0","0.0","47"
"USW00014732","2016-12-03","18.79","0.00","0.0","0.0","46"
"USW00014732","2016-12-04","10.74","0.00","0.0","0.0","44"
"USW00014732","2016-12-05","10.07","0.18","0.0","0.0","44"
"USW00014732","2016-12-06","10.51","0.35","0.0","0.0","45"
"USW00014732","2016-12-07","7.16","0.06","0.0","0.0","44"
"USW00014732","2016-12-08","11.41","0.00","0.0","0.0","45"
"USW00014732","2016-12-09","19.01","0.00","0.0","0.0","38"
"USW00014732","2016-12-10","12.97","0.00","0.0","0.0","33"
"USW00014732","2016-12-11","6.71","0.03","0.4","0.0","33"
"USW00014732","2016-12-12","10.96","0.53","0.0","0.0","40"
"USW00014732","2016-12-13","8.50","0.00","0.0","0.0","42"
"USW00014732","2016-12-14","11.86","0.00","0.0","0.0","42"
"USW00014732","2016-12-15","22.82","0.00","0.0","0.0","31"
"USW00014732","2016-12-16","12.08","0.00","0.0","0.0","23"
"USW00014732","2016-12-17","5.82","0.70","2.6","2.0","31"
"USW00014732","2016-12-18","12.97","0.05","0.0","0.0","47"
"USW00014732","2016-12-19","11.41","0.00","0.0","0.0","31"
"USW00014732","2016-12-20","6.71","0.00","0.0","0.0","27"
"USW00014732","2016-12-21","6.93","0.00","0.0","0.0","36"
"USW00014732","2016-12-22","11.86","0.00","0.0","0.0","43"
"USW00014732","2016-12-23","10.07","0.00","0.0","0.0","44"
"USW00014732","2016-12-24","10.29","0.52","0.0","0.0","44"
"USW00014732","2016-12-25","10.51","0.00","0.0","0.0","45"
"USW00014732","2016-12-26","10.74","0.00","0.0","0.0","39"
"USW00014732","2016-12-27","15.43","0.00","0.0","0.0","56"
"USW00014732","2016-12-28","13.20","0.00","0.0","0.0","42"
"USW00014732","2016-12-29","10.74","0.48","0.0","0.0","40"
"USW00014732","2016-12-30","17.00","0.00","0.0","0.0","40"
"USW00014732","2016-12-31","13.87","0.00","0.0","0.0","38"
